ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
424.861,-0.4589,-0.5703,0.7982,-2.7252,0.2137,-0.5802
424.881,-0.4622,-0.5698,0.7958,-3.4275,0.2672,-0.3664
424.901,-0.4596,-0.5692,0.7999,-3.2366,0.2061,-0.626
424.921,-0.4607,-0.5692,0.7949,-3.4962,0.374,-0.542
424.941,-0.4604,-0.5681,0.8003,-3.2672,0.1908,-0.5115
424.961,-0.4647,-0.5686,0.7955,-3.3511,0.2443,-0.4656
424.981,-0.457,-0.567,0.7943,-3.0992,0.1298,-0.8855
425.001,-0.4581,-0.5677,0.7992,-3.145,0.2672,-0.4656
425.021,-0.4607,-0.5681,0.7954,-3.4733,0.1908,-0.4656
425.041,-0.4609,-0.5688,0.7974,-3.229,0.0916,-0.9695
425.061,-0.4602,-0.5703,0.7971,-3.4733,0.1756,-0.2901
425.081,-0.4607,-0.5667,0.7971,-3.0687,0.1985,-0.5802
425.101,-0.4602,-0.5687,0.7961,-3.3206,0.1145,-0.8321
425.121,-0.4613,-0.5699,0.7942,-3.5649,0.2901,-0.374
425.141,-0.462,-0.5685,0.7988,-2.9466,0.1679,-0.5496
425.161,-0.4592,-0.5669,0.7969,-3.6336,0.2061,-0.5344
425.181,-0.4562,-0.5669,0.7994,-2.9695,0.2214,-0.6412
425.201,-0.458,-0.5688,0.7968,-3.1603,0.3435,-0.6641
425.221,-0.4626,-0.5729,0.7938,-3.2977,0.1756,-0.5267
425.241,-0.4615,-0.5702,0.7944,-3.6336,0.2672,-0.542
425.261,-0.4607,-0.5656,0.7987,-2.9618,0.2366,-0.4504
425.281,-0.4602,-0.5677,0.7982,-3.4504,0.229,-0.3817
425.302,-0.4597,-0.5686,0.7996,-3.2366,0.1985,-0.9084
425.321,-0.457,-0.5695,0.7968,-3.3053,0.3206,-0.3359
425.341,-0.4613,-0.5657,0.7981,-3.1832,0.2901,-0.4656
425.361,-0.4622,-0.5693,0.7946,-3.3893,0.1145,-0.8092
425.381,-0.4628,-0.5693,0.7946,-3.2214,0.2595,-0.2366
425.401,-0.4617,-0.5665,0.7985,-3.1832,0.229,-0.5191
425.421,-0.4612,-0.5685,0.7933,-3.6565,0.2748,-0.7786
425.441,-0.4626,-0.5703,0.7943,-3.2366,0.1756,-0.5878
425.461,-0.464,-0.5717,0.7952,-3.3817,0.2748,-0.4885
425.481,-0.4618,-0.5671,0.7965,-3.0916,0.2443,-0.4122
425.501,-0.4572,-0.5713,0.7932,-3.4962,0.2366,-0.6183
425.521,-0.4615,-0.5696,0.796,-3.1221,0.2748,-0.6183
425.541,-0.4628,-0.5671,0.7999,-3.3817,0.1985,-0.3359
425.561,-0.4613,-0.5712,0.7964,-3.313,0.1985,-0.7786
425.581,-0.4578,-0.5679,0.7987,-3.1374,0.3053,-0.313
425.601,-0.4608,-0.568,0.7968,-3.1221,0.2748,-0.5191
425.621,-0.4631,-0.5696,0.7924,-3.3206,0.229,-0.7176
425.641,-0.4639,-0.5682,0.7972,-3.3053,0.2595,-0.5115
425.661,-0.4606,-0.5695,0.7982,-3.1374,0.0916,-0.6336
425.681,-0.4592,-0.5667,0.7944,-3.6489,0.229,-0.4198
425.701,-0.4609,-0.5676,0.7985,-3.0153,0.2443,-0.7328
425.721,-0.4618,-0.5712,0.7949,-3.6183,0.1832,-0.4962
425.741,-0.459,-0.5665,0.7972,-3.1985,0.3282,-0.3359
425.761,-0.4607,-0.5714,0.7936,-3.2977,0.0916,-0.7786
425.781,-0.4602,-0.5724,0.7954,-3.2824,0.1679,-0.5878
425.801,-0.4596,-0.5671,0.7914,-3.2824,0.3511,-0.229
425.821,-0.4607,-0.566,0.798,-3.1985,0.1908,-0.9008
425.841,-0.4585,-0.5669,0.7943,-3.5038,0.2214,-0.5496
425.861,-0.4594,-0.5686,0.7961,-2.9618,0.2137,-0.3969
425.881,-0.4597,-0.5677,0.7935,-3.4198,0.1985,-0.6718
425.901,-0.459,-0.5706,0.7921,-3.2595,0.2061,-0.6107
425.921,-0.4589,-0.5657,0.7942,-3.229,0.2748,-0.4122
425.942,-0.4629,-0.5701,0.7986,-3.4198,0.1679,-0.5649
425.961,-0.4607,-0.5707,0.7949,-3.1374,0.1527,-0.6641
425.981,-0.4597,-0.5696,0.7959,-3.3511,0.1069,-0.5573
426.001,-0.4609,-0.5703,0.7993,-3.3588,0.3435,-0.3817
426.021,-0.4608,-0.5682,0.7986,-3.2519,0.1756,-0.7863
426.041,-0.4575,-0.5709,0.7903,-3.4809,0.2137,-0.5802
426.061,-0.4607,-0.5677,0.7948,-3.0687,0.2672,-0.2748
426.081,-0.4606,-0.5692,0.797,-3.229,0.1756,-0.771
426.101,-0.4603,-0.5686,0.7975,-3.3511,0.2519,-0.5496
426.121,-0.463,-0.568,0.7974,-3.084,0.2901,-0.4351
426.141,-0.46,-0.5685,0.7992,-3.4656,0.1756,-0.6947
426.161,-0.4591,-0.5691,0.7947,-3.1832,0.2137,-0.5649
426.181,-0.4628,-0.5687,0.7969,-3.084,0.1756,-0.4198
426.201,-0.4656,-0.5702,0.8021,-3.5802,0.1985,-0.5496
426.221,-0.4614,-0.5715,0.7926,-3.2214,0.1985,-0.6489
426.241,-0.4615,-0.5709,0.7965,-3.5344,0.1832,-0.5954
426.261,-0.4614,-0.5697,0.7954,-3.1069,0.2061,-0.4351
426.281,-0.4629,-0.5707,0.7955,-3.3969,0.229,-0.5038
426.301,-0.4563,-0.568,0.7981,-3.2748,0.229,-0.6031
426.321,-0.4619,-0.5676,0.7922,-3.1985,0.2672,-0.3359
426.341,-0.462,-0.5668,0.7981,-3.3664,0.1221,-0.9008
426.361,-0.4572,-0.5667,0.7942,-3.0382,0.1679,-0.542
426.381,-0.4619,-0.5692,0.7938,-3.2366,0.2595,-0.2519
426.401,-0.4553,-0.5687,0.7941,-3.1985,0.2519,-0.8168
426.421,-0.4629,-0.5713,0.7979,-3.3359,0.1908,-0.5191
426.441,-0.4635,-0.5725,0.7994,-3.0534,0.2824,-0.5038
426.461,-0.4628,-0.5704,0.7985,-3.4275,0.229,-0.626
426.481,-0.4581,-0.572,0.7968,-3.2137,0.2824,-0.5725
426.501,-0.4617,-0.5708,0.8013,-3.1756,0.1908,-0.6183
426.521,-0.4626,-0.5696,0.7954,-3.4733,0.2443,-0.4198
426.541,-0.4629,-0.5734,0.795,-3.0687,0.2061,-0.7099
426.561,-0.4613,-0.5701,0.7939,-3.5725,0.2595,-0.5496
426.582,-0.4594,-0.5675,0.7958,-3.1832,0.3053,-0.3664
426.601,-0.4631,-0.5724,0.7958,-3.4046,0.0229,-0.855
426.621,-0.4634,-0.5695,0.7937,-3.5344,0.2595,-0.4427
426.641,-0.4624,-0.5707,0.798,-2.9008,0.2519,-0.4504
426.661,-0.4591,-0.5718,0.7937,-3.7939,0.2061,-0.6718
426.681,-0.4575,-0.5664,0.7957,-3.0229,0.1145,-0.542
426.701,-0.4611,-0.569,0.7943,-3.5115,0.2214,-0.3969
426.721,-0.4622,-0.5708,0.7925,-3.3435,0.2824,-0.5878
426.741,-0.4607,-0.5695,0.7975,-3.084,0.1832,-0.5573
426.761,-0.4556,-0.5674,0.7974,-3.4198,0.1527,-0.6183
426.781,-0.4613,-0.5684,0.7964,-3.0458,0.2977,-0.5115
426.801,-0.4619,-0.5697,0.7977,-3.4275,0.084,-0.771
426.821,-0.4585,-0.5693,0.7971,-3.1527,0.313,-0.5344
426.841,-0.4625,-0.5649,0.7968,-3.2366,0.2595,-0.2519
426.861,-0.4575,-0.5676,0.7941,-3.313,0.1145,-0.8702
426.881,-0.4595,-0.5701,0.7957,-3.2748,0.2519,-0.4962
426.901,-0.463,-0.569,0.7957,-3.1145,0.2748,-0.4427
426.921,-0.4618,-0.5696,0.7964,-3.145,0.1679,-0.8168
426.941,-0.4601,-0.5686,0.7958,-3.2977,0.2595,-0.542
426.961,-0.4608,-0.569,0.7964,-3.1221,0.2366,-0.4885
426.981,-0.4596,-0.5702,0.7971,-3.458,0.1832,-0.4504
427.001,-0.4614,-0.5725,0.8009,-3.084,0.0916,-0.7863
427.021,-0.4617,-0.5714,0.7957,-3.4046,0.1832,-0.4656
427.041,-0.4641,-0.5692,0.797,-3.3359,0.2443,-0.3511
427.061,-0.4579,-0.5702,0.7969,-3.3359,0.1069,-0.8626
427.081,-0.46,-0.5729,0.7963,-3.3053,0.2137,-0.4504
427.101,-0.4646,-0.5669,0.8004,-3.1298,0.1985,-0.3359
427.121,-0.4645,-0.5734,0.7938,-3.4809,0.145,-0.8931
427.141,-0.4592,-0.5696,0.7946,-3.1908,0.2595,-0.5038
427.161,-0.4585,-0.567,0.7922,-3.2137,0.1985,-0.3359
427.181,-0.4613,-0.5697,0.7954,-3.4809,0.2061,-0.7634
427.201,-0.464,-0.5736,0.8004,-3.0076,0.2061,-0.5878
427.222,-0.4639,-0.5715,0.7977,-3.5496,0.2137,-0.4046
427.241,-0.4624,-0.5665,0.7946,-3.0763,0.2748,-0.5115
427.261,-0.4596,-0.5723,0.7954,-3.542,0.1985,-0.771
427.281,-0.4572,-0.5679,0.7953,-2.9847,0.2748,-0.5878
427.301,-0.4597,-0.5669,0.7931,-3.3359,0.229,-0.3435
427.321,-0.4626,-0.5709,0.7976,-3.313,0.145,-0.9313
427.341,-0.4625,-0.5717,0.7932,-3.2901,0.2519,-0.2672
427.361,-0.4608,-0.5671,0.7946,-3.2977,0.2977,-0.4275
427.381,-0.4568,-0.5662,0.7959,-3.2748,0.229,-0.8244
427.401,-0.4603,-0.5698,0.793,-3.313,0.1679,-0.4733
427.421,-0.4606,-0.5698,0.7958,-3.1832,0.2824,-0.5954
427.441,-0.4619,-0.5708,0.7905,-3.4275,0.2366,-0.6107
427.461,-0.4617,-0.5714,0.7928,-3.2748,0.2519,-0.5878
427.481,-0.4587,-0.567,0.7898,-3.1603,0.1832,-0.4885
427.501,-0.4619,-0.5667,0.7986,-3.2977,0.2595,-0.542
427.521,-0.463,-0.5707,0.7965,-3.0916,0.1832,-0.7176
427.541,-0.4634,-0.5682,0.7948,-3.458,0.2519,-0.3053
427.561,-0.4603,-0.5684,0.7961,-3.0305,0.229,-0.5954
427.581,-0.4607,-0.5729,0.7941,-3.5649,0.1069,-0.8015
427.601,-0.4603,-0.5686,0.7987,-2.9618,0.3435,-0.2901
427.621,-0.4642,-0.572,0.7964,-3.229,0.1679,-0.6412
427.641,-0.4607,-0.5713,0.7971,-3.458,0.2519,-0.6947
427.661,-0.4595,-0.5703,0.797,-3.1985,0.3053,-0.3969
427.681,-0.4623,-0.5688,0.7982,-3.2137,0.1603,-0.6565
427.701,-0.4641,-0.5706,0.7937,-3.6031,0.3435,-0.5954
427.721,-0.4608,-0.5717,0.7964,-2.7328,0.1832,-0.6412
427.741,-0.462,-0.5697,0.7943,-3.7939,0.2977,-0.4046
427.761,-0.4606,-0.5706,0.7974,-2.9847,0.1908,-0.6794
427.781,-0.4583,-0.5721,0.7955,-3.4962,0.1985,-0.6718
427.801,-0.4639,-0.5692,0.7942,-3.1603,0.2137,-0.3969
427.821,-0.4631,-0.5718,0.7966,-3.3588,0.2519,-0.6336
427.841,-0.4589,-0.5707,0.7925,-3.3511,0.1832,-0.5725
427.862,-0.4587,-0.5682,0.7949,-3.2061,0.313,-0.313
427.881,-0.4604,-0.5697,0.7941,-3.3359,0.2137,-0.7481
427.901,-0.4604,-0.5685,0.7942,-3.2748,0.2366,-0.6412
427.921,-0.462,-0.5684,0.7974,-3.1832,0.2366,-0.2901
427.941,-0.4609,-0.5697,0.7981,-3.2443,0.2672,-0.7481
427.961,-0.4573,-0.5671,0.7927,-3.3893,0.1221,-0.5725
427.981,-0.4595,-0.5693,0.7932,-3.2366,0.1527,-0.6489
428.001,-0.4631,-0.5703,0.7965,-3.2672,0.2519,-0.4122
428.021,-0.4596,-0.5715,0.7975,-3.1908,0.1756,-0.6641
428.041,-0.4633,-0.5691,0.7942,-3.2672,0.1527,-0.6794
428.061,-0.458,-0.5687,0.7979,-3.2824,0.2595,-0.3435
428.081,-0.4631,-0.5723,0.7944,-3.1221,0.084,-0.7863
428.101,-0.4617,-0.5719,0.7966,-3.3664,0.1298,-0.626
428.121,-0.459,-0.5697,0.7969,-3.0992,0.2748,-0.2061
428.141,-0.4604,-0.5704,0.795,-3.4046,0.145,-0.7863
428.161,-0.4598,-0.5701,0.7957,-3.2901,0.2595,-0.6031
428.181,-0.4641,-0.5714,0.7968,-3.145,0.1374,-0.3817
428.201,-0.4625,-0.5703,0.7958,-3.687,0.229,-0.6947
428.221,-0.4598,-0.5701,0.7926,-2.8779,0.2443,-0.5954
428.241,-0.4591,-0.5684,0.7952,-3.7405,0.2748,-0.4427
428.261,-0.4606,-0.5696,0.8009,-2.9008,0.1832,-0.5802
428.281,-0.4625,-0.5695,0.7931,-3.687,0.229,-0.5802
428.301,-0.4595,-0.5696,0.7971,-2.9313,0.1374,-0.7176
428.321,-0.4601,-0.568,0.7957,-3.2901,0.2824,-0.313
428.341,-0.4608,-0.5718,0.7944,-3.229,0.1221,-0.7252
428.361,-0.463,-0.5714,0.7968,-3.1374,0.1679,-0.7023
428.381,-0.462,-0.5677,0.7975,-3.2672,0.1985,-0.2214
428.401,-0.4587,-0.5696,0.7975,-3.4885,0.3053,-0.771
428.421,-0.4601,-0.5707,0.7958,-3.1679,0.1527,-0.626
428.441,-0.464,-0.5707,0.7891,-3.3359,0.2137,-0.3206
428.461,-0.4623,-0.5692,0.7943,-3.1756,0.2901,-0.6565
428.481,-0.4597,-0.5713,0.7943,-3.542,0.2443,-0.4962
428.502,-0.4579,-0.5695,0.7988,-3.0153,0.1756,-0.626
428.521,-0.4607,-0.5676,0.791,-3.7099,0.2595,-0.4275
428.541,-0.4637,-0.5671,0.7938,-3.1069,0.1527,-0.7176
428.561,-0.4606,-0.5696,0.7937,-3.2977,0.2137,-0.626
428.581,-0.4568,-0.5682,0.796,-3.2824,0.3969,-0.3053
428.601,-0.4595,-0.566,0.7913,-3.0611,0.1298,-0.8244
428.621,-0.4623,-0.5682,0.7948,-3.5802,0.1527,-0.6565
428.641,-0.4641,-0.5696,0.7942,-3.0,0.3053,-0.3817
428.661,-0.4586,-0.5706,0.7952,-3.4656,0.1221,-0.855
428.681,-0.4573,-0.5691,0.7922,-3.2519,0.1603,-0.5954
428.701,-0.4598,-0.5699,0.7971,-3.1603,0.2748,-0.3282
428.721,-0.4622,-0.5717,0.7982,-3.3893,0.2366,-0.6489
428.741,-0.4628,-0.5699,0.7982,-3.3511,0.3893,-0.4962
428.761,-0.4611,-0.568,0.7964,-3.0382,0.1756,-0.6794
428.781,-0.4615,-0.5645,0.7925,-3.7176,0.3359,-0.4122
428.801,-0.459,-0.5657,0.7972,-2.771,0.1908,-0.6412
428.821,-0.4572,-0.5681,0.7964,-3.8244,0.2824,-0.5191
428.841,-0.4568,-0.5693,0.7916,-2.8931,0.2977,-0.5115
428.861,-0.4639,-0.5709,0.7944,-3.4504,0.2595,-0.5954
428.881,-0.4613,-0.571,0.797,-3.0992,0.0916,-0.6947
428.901,-0.4615,-0.5712,0.7949,-3.2061,0.2748,-0.2595
428.921,-0.4622,-0.5717,0.7952,-3.3664,0.1832,-0.8015
428.941,-0.4626,-0.5693,0.793,-3.2214,0.2519,-0.6412
428.961,-0.4629,-0.5724,0.7917,-3.3435,0.2901,-0.4504
428.981,-0.4587,-0.5698,0.7936,-3.145,0.2061,-0.7099
429.001,-0.4601,-0.5688,0.7909,-3.2901,0.2672,-0.4885
429.021,-0.4624,-0.5699,0.7982,-2.771,0.1679,-0.6489
429.041,-0.4611,-0.5696,0.7894,-3.6794,0.3588,-0.4885
429.061,-0.4623,-0.5695,0.7968,-2.8931,0.0534,-0.6489
429.081,-0.462,-0.573,0.7959,-3.6489,0.229,-0.5649
429.101,-0.4651,-0.5698,0.796,-3.084,0.2672,-0.4885
429.121,-0.4618,-0.5703,0.792,-3.4122,0.2595,-0.5725
429.142,-0.4573,-0.5681,0.7988,-3.458,0.2061,-0.6031
429.161,-0.4604,-0.5684,0.7922,-3.2748,0.3053,-0.458
429.181,-0.4625,-0.5712,0.7968,-3.0687,0.1374,-0.7939
429.201,-0.4565,-0.5663,0.7917,-3.4885,0.313,-0.5191
429.221,-0.457,-0.569,0.792,-2.8321,0.2366,-0.6565
429.241,-0.4613,-0.5718,0.7979,-3.7786,0.2748,-0.5954
429.261,-0.4624,-0.5719,0.795,-2.9389,0.2366,-0.5344
429.281,-0.4661,-0.5725,0.795,-3.5191,0.2443,-0.4656
429.301,-0.4618,-0.5701,0.7939,-3.3282,0.2519,-0.5954
429.321,-0.4626,-0.5685,0.7937,-3.1832,0.2748,-0.458
429.341,-0.4586,-0.568,0.797,-3.3206,0.1679,-0.7252
429.361,-0.4585,-0.5721,0.796,-3.1145,0.2061,-0.4809
429.381,-0.4612,-0.5704,0.7948,-3.3893,0.3359,-0.4962
429.401,-0.4636,-0.5731,0.7955,-3.1069,0.084,-0.9008
429.421,-0.462,-0.574,0.7925,-3.7099,0.2901,-0.1756
429.441,-0.4635,-0.5706,0.7982,-2.8015,0.0916,-0.5878
429.461,-0.4601,-0.5742,0.7931,-4.0305,0.1756,-0.6794
429.481,-0.4602,-0.5729,0.792,-2.6718,0.229,-0.4427
429.501,-0.4584,-0.569,0.7939,-3.7328,0.3817,-0.458
429.521,-0.4556,-0.569,0.7937,-2.9695,0.0611,-0.9008
429.541,-0.4626,-0.5684,0.792,-3.4351,0.3817,-0.374
429.561,-0.4639,-0.5735,0.7971,-3.1145,0.1527,-0.6794
429.581,-0.4623,-0.5696,0.7943,-3.4962,0.2977,-0.4504
429.601,-0.4628,-0.5718,0.7936,-3.0916,0.1603,-0.7252
429.621,-0.4602,-0.5713,0.7974,-3.5878,0.229,-0.374
429.641,-0.4641,-0.5701,0.793,-3.3053,0.3282,-0.3817
429.661,-0.4619,-0.5708,0.7955,-3.1221,0.0992,-0.9924
429.681,-0.4614,-0.5708,0.7953,-3.374,0.3511,-0.4046
429.701,-0.4595,-0.5659,0.7954,-2.7939,0.1756,-0.5191
429.721,-0.4612,-0.5723,0.7944,-3.6412,0.2748,-0.8244
429.741,-0.4604,-0.5712,0.7959,-3.0687,0.1603,-0.3893
429.761,-0.4651,-0.5734,0.7942,-3.4122,0.313,-0.4198
429.782,-0.4613,-0.5715,0.7932,-3.374,0.1069,-0.8473
429.801,-0.4585,-0.5697,0.797,-3.2443,0.3206,-0.4733
429.821,-0.4622,-0.5677,0.797,-3.0763,0.0687,-0.687
429.841,-0.4633,-0.5707,0.793,-3.5496,0.3282,-0.4351
429.861,-0.4634,-0.5715,0.7926,-2.8015,0.0992,-0.7405
429.881,-0.4612,-0.5723,0.7938,-3.6183,0.2214,-0.4504
429.901,-0.4631,-0.5735,0.7947,-2.9237,0.1908,-0.5038
429.921,-0.4618,-0.5714,0.7963,-3.771,0.2748,-0.6489
429.941,-0.4609,-0.5718,0.7957,-3.1908,0.1069,-0.542
429.961,-0.4618,-0.5677,0.7965,-3.2519,0.2519,-0.2901
429.981,-0.4617,-0.5706,0.7913,-3.4733,0.1985,-0.8244
430.001,-0.46,-0.5688,0.7953,-3.0916,0.145,-0.5191
430.021,-0.4623,-0.5729,0.7974,-3.3359,0.2595,-0.4198
430.041,-0.4613,-0.5708,0.7889,-3.145,0.0763,-0.8168
430.061,-0.4641,-0.5736,0.7936,-3.4656,0.313,-0.4351
430.081,-0.4581,-0.5692,0.7965,-3.0916,0.1603,-0.5954
430.101,-0.4601,-0.5687,0.7933,-3.5191,0.2672,-0.5496
430.121,-0.4615,-0.5692,0.7954,-2.9695,0.1298,-0.6489
430.141,-0.463,-0.5692,0.7953,-3.4656,0.2366,-0.687
430.161,-0.4596,-0.5668,0.7941,-2.9771,0.1679,-0.4656
430.181,-0.4646,-0.5734,0.799,-3.3817,0.3206,-0.5649
430.201,-0.4629,-0.5729,0.7963,-3.1221,0.1374,-0.6794
430.221,-0.4591,-0.5729,0.7911,-3.4046,0.2824,-0.3282
430.241,-0.4624,-0.5704,0.792,-3.1985,0.2214,-0.7405
430.261,-0.4611,-0.5699,0.7947,-3.5191,0.2519,-0.5878
430.281,-0.4592,-0.5703,0.79,-2.9847,0.2672,-0.4809
430.301,-0.4611,-0.5723,0.7971,-3.4122,0.145,-0.6794
430.321,-0.4622,-0.5719,0.7936,-3.0992,0.229,-0.6031
430.341,-0.4651,-0.5721,0.7932,-3.1603,0.145,-0.6107
430.361,-0.459,-0.5718,0.7953,-3.5267,0.2748,-0.5954
430.381,-0.4596,-0.571,0.7946,-3.0916,0.1908,-0.4962
430.401,-0.4603,-0.5721,0.7974,-3.458,0.2672,-0.6565
430.422,-0.4545,-0.5687,0.7926,-3.0763,0.1069,-0.4885
430.441,-0.4629,-0.5696,0.7968,-3.313,0.2748,-0.3817
430.461,-0.4646,-0.5732,0.7963,-2.9237,0.0534,-0.9008
430.481,-0.4634,-0.5717,0.79,-3.5267,0.3282,-0.3206
430.501,-0.46,-0.5703,0.792,-3.0305,0.1832,-0.6718
430.521,-0.4592,-0.5703,0.7961,-3.7405,0.1985,-0.7099
430.541,-0.4615,-0.5718,0.791,-3.0916,0.229,-0.2748
430.561,-0.4594,-0.5684,0.7942,-3.4275,0.1756,-0.6336
430.581,-0.4587,-0.5687,0.7946,-3.1298,0.1985,-0.687
430.601,-0.4624,-0.571,0.7971,-3.0382,0.1908,-0.4427
430.621,-0.4618,-0.5702,0.796,-3.3969,0.229,-0.6947
430.641,-0.4611,-0.5712,0.7931,-3.2061,0.145,-0.4733
430.661,-0.4622,-0.5739,0.7944,-3.4351,0.2366,-0.6183
430.681,-0.4592,-0.5702,0.7933,-3.3053,0.1603,-0.5802
430.701,-0.4611,-0.5708,0.7952,-3.2366,0.374,-0.3435
430.721,-0.4567,-0.5713,0.7964,-3.0916,0.0382,-0.916
430.741,-0.4626,-0.5736,0.7944,-3.3588,0.2977,-0.4275
430.761,-0.4602,-0.5701,0.7949,-3.1145,0.1908,-0.458
430.781,-0.4626,-0.5737,0.7935,-3.5115,0.2137,-0.8626
430.801,-0.4629,-0.574,0.7919,-3.1603,0.229,-0.4198
430.821,-0.4606,-0.5679,0.7941,-3.229,0.2901,-0.4504
430.841,-0.4595,-0.5723,0.7921,-3.4427,0.2137,-0.7328
430.861,-0.4617,-0.5697,0.7887,-3.1145,0.1679,-0.4198
430.881,-0.4612,-0.5721,0.795,-3.1985,0.2519,-0.5496
430.901,-0.4579,-0.5704,0.7983,-3.313,0.1756,-0.6031
430.921,-0.4641,-0.5729,0.7928,-3.1832,0.2137,-0.5725
430.941,-0.4591,-0.5718,0.7958,-3.3664,0.229,-0.6336
430.961,-0.4651,-0.5703,0.796,-3.4275,0.3664,-0.2519
430.981,-0.4635,-0.5723,0.7899,-3.2366,0.1069,-0.8397
431.001,-0.4613,-0.5688,0.7941,-3.5344,0.2748,-0.5573
431.021,-0.4624,-0.5719,0.7959,-2.9924,0.1908,-0.3435
431.041,-0.4635,-0.5728,0.7998,-3.5191,0.2443,-0.8397
431.062,-0.4612,-0.5724,0.7944,-3.1374,0.0992,-0.6031
431.081,-0.4633,-0.5737,0.7955,-3.374,0.2748,-0.2214
431.101,-0.4625,-0.5728,0.7909,-3.3893,0.1374,-0.8168
431.121,-0.4592,-0.569,0.7904,-3.3206,0.229,-0.4656
431.141,-0.4646,-0.5729,0.7948,-3.1603,0.229,-0.5802
431.161,-0.4617,-0.5714,0.7982,-3.374,0.1756,-0.7252
431.181,-0.4618,-0.5681,0.7947,-3.1527,0.3053,-0.374
431.201,-0.4611,-0.5725,0.7964,-3.1985,0.0916,-0.7863
431.221,-0.4641,-0.5724,0.7937,-3.3435,0.2672,-0.4122
431.241,-0.4633,-0.5708,0.7976,-3.0229,0.2061,-0.5954
431.261,-0.4611,-0.5735,0.7964,-3.4885,0.2443,-0.7099
431.281,-0.4606,-0.568,0.7947,-2.9237,0.2137,-0.3511
431.301,-0.4613,-0.5684,0.7928,-3.4275,0.2824,-0.6336
431.321,-0.4578,-0.5697,0.7928,-3.1985,0.1145,-0.8015
431.341,-0.4611,-0.5702,0.7917,-3.1908,0.3435,-0.3359
431.361,-0.463,-0.5714,0.7942,-3.2519,0.1908,-0.6489
431.381,-0.4626,-0.573,0.796,-3.5038,0.2748,-0.6489
431.401,-0.4622,-0.5717,0.7914,-3.0992,0.2214,-0.4733
431.421,-0.46,-0.5703,0.793,-3.5496,0.1908,-0.687
431.441,-0.4601,-0.5718,0.7861,-3.2366,0.2672,-0.4962
431.461,-0.4592,-0.5708,0.7903,-3.3435,0.1679,-0.6565
431.481,-0.4602,-0.568,0.7952,-3.2824,0.2977,-0.4656
431.501,-0.4622,-0.5712,0.7933,-3.1832,0.2366,-0.3511
431.521,-0.4657,-0.5718,0.795,-3.4046,0.2672,-0.8626
431.541,-0.4602,-0.5728,0.7925,-3.229,0.2061,-0.6031
431.561,-0.4626,-0.5715,0.7911,-3.3588,0.3359,-0.4122
431.581,-0.4584,-0.5707,0.7947,-3.3282,0.0229,-0.8168
431.601,-0.4584,-0.5712,0.7936,-3.4809,0.3817,-0.2824
431.621,-0.4607,-0.5695,0.7917,-2.9771,0.1145,-0.6107
431.641,-0.4618,-0.5719,0.7938,-3.5954,0.3282,-0.4656
431.661,-0.463,-0.5701,0.7924,-2.8092,0.0916,-0.6412
431.681,-0.4622,-0.5714,0.7938,-3.4962,0.3969,-0.5496
431.702,-0.4633,-0.571,0.7958,-3.1069,0.2366,-0.5725
431.721,-0.4655,-0.5707,0.796,-3.3664,0.2214,-0.6412
431.741,-0.4614,-0.5685,0.7965,-3.3817,0.2366,-0.5191
431.761,-0.4602,-0.5704,0.7916,-3.2061,0.229,-0.374
431.781,-0.4614,-0.5704,0.7911,-3.3053,0.1985,-0.8015
431.801,-0.4628,-0.572,0.7979,-3.1832,0.1679,-0.5649
431.821,-0.4591,-0.5702,0.7933,-3.229,0.3206,-0.374
431.841,-0.4608,-0.5729,0.8005,-3.2672,0.1527,-0.8702
431.861,-0.4636,-0.5693,0.7875,-3.2748,0.2748,-0.4427
431.881,-0.4603,-0.5708,0.7964,-3.0916,0.084,-0.4198
431.901,-0.4639,-0.5707,0.7933,-3.6031,0.313,-0.6336
431.921,-0.463,-0.5707,0.7915,-3.0763,0.1145,-0.4656
431.941,-0.4651,-0.5725,0.7889,-3.542,0.2824,-0.542
431.961,-0.4598,-0.5671,0.7933,-3.1298,0.1679,-0.5878
431.981,-0.4592,-0.5699,0.7906,-3.313,0.2672,-0.4885
432.001,-0.4646,-0.5695,0.799,-3.2061,0.1298,-0.7023
432.021,-0.4614,-0.5701,0.796,-3.2748,0.3282,-0.2748
432.041,-0.4618,-0.571,0.7948,-3.2061,0.0916,-0.7328
432.061,-0.4591,-0.5745,0.7932,-3.4656,0.1298,-0.7634
432.081,-0.4629,-0.5697,0.7966,-3.1527,0.229,-0.3359
432.101,-0.4606,-0.5708,0.7974,-3.3588,0.1527,-0.8092
432.121,-0.4587,-0.5714,0.7878,-3.2214,0.2366,-0.4275
432.141,-0.4633,-0.5693,0.7903,-3.229,0.2443,-0.3664
432.161,-0.4634,-0.5717,0.7909,-3.2977,0.2214,-0.7863
432.181,-0.459,-0.5698,0.7946,-3.1298,0.1298,-0.5878
432.201,-0.46,-0.5709,0.7941,-3.2672,0.2824,-0.5954
432.221,-0.4634,-0.5731,0.7933,-3.2672,0.0458,-0.626
432.241,-0.4619,-0.575,0.7909,-3.4198,0.2977,-0.4504
432.261,-0.4592,-0.572,0.7937,-3.0534,0.0763,-0.6641
432.281,-0.4636,-0.5717,0.7938,-3.5802,0.2977,-0.2672
432.301,-0.4628,-0.5713,0.7953,-2.9618,0.1374,-0.6107
